1.000000e+02 134 646 3.518095e-03 -3.295348e-03 6.813443e-03
9.980469e+01 134 646 3.518095e-03 -3.295349e-03 6.813444e-03
9.960938e+01 134 646 3.518096e-03 -3.295350e-03 6.813446e-03
9.941406e+01 134 646 3.518099e-03 -3.295352e-03 6.813450e-03
9.921875e+01 134 646 3.518103e-03 -3.295355e-03 6.813458e-03
9.902344e+01 134 646 3.518110e-03 -3.295361e-03 6.813471e-03
9.882812e+01 134 646 3.518120e-03 -3.295369e-03 6.813489e-03
9.863281e+01 134 646 3.518133e-03 -3.295380e-03 6.813514e-03
9.843750e+01 134 646 3.518151e-03 -3.295395e-03 6.813546e-03
9.824219e+01 134 646 3.518173e-03 -3.295414e-03 6.813587e-03
9.804688e+01 134 646 3.518200e-03 -3.295436e-03 6.813637e-03
9.785156e+01 134 646 3.518233e-03 -3.295464e-03 6.813698e-03
9.765625e+01 134 646 3.518273e-03 -3.295497e-03 6.813770e-03
9.746094e+01 134 646 3.518319e-03 -3.295536e-03 6.813855e-03
9.726562e+01 134 646 3.518373e-03 -3.295580e-03 6.813953e-03
9.707031e+01 134 646 3.518434e-03 -3.295632e-03 6.814066e-03
9.687500e+01 134 646 3.518504e-03 -3.295690e-03 6.814194e-03
9.667969e+01 134 646 3.518583e-03 -3.295756e-03 6.814338e-03
9.648438e+01 134 646 3.518671e-03 -3.295830e-03 6.814500e-03
9.628906e+01 134 646 3.518769e-03 -3.295912e-03 6.814681e-03
9.609375e+01 134 646 3.518878e-03 -3.296003e-03 6.814880e-03
9.589844e+01 134 646 3.518997e-03 -3.296103e-03 6.815100e-03
9.570312e+01 134 646 3.519128e-03 -3.296213e-03 6.815341e-03
9.550781e+01 134 646 3.519272e-03 -3.296333e-03 6.815605e-03
9.531250e+01 134 646 3.519427e-03 -3.296464e-03 6.815891e-03
9.511719e+01 134 646 3.519596e-03 -3.296605e-03 6.816201e-03
9.492188e+01 134 646 3.519778e-03 -3.296758e-03 6.816536e-03
9.472656e+01 134 646 3.519974e-03 -3.296923e-03 6.816898e-03
9.453125e+01 134 646 3.520185e-03 -3.297100e-03 6.817285e-03
